Pergaminho — Onda Gravitacional,Consumível,Ordinário,"1 uso: conjura Onda Gravitacional (magia de Destruição, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Purificação Mística,Consumível,Ordinário,"1 uso: conjura Purificação Mística (magia de Abjuração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Queda Suave,Consumível,Ordinário,"1 uso: conjura Queda Suave (magia de Alteração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Alteração,,,,,,,,,,,,,,,,,,,
Pergaminho — Raio Elétrico,Consumível,Ordinário,"1 uso: conjura Raio Elétrico (magia de Destruição, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Pergaminho — Santuário Menor,Consumível,Ordinário,"1 uso: conjura Santuário Menor (magia de Abjuração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Solo Sagrado,Consumível,Ordinário,"1 uso: conjura Solo Sagrado (magia de Abjuração, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Abjuração,,,,,,,,,,,,,,,,,,,
Pergaminho — Toque Gélido,Consumível,Ordinário,"1 uso: conjura Toque Gélido (magia de Destruição, Nível 1).",,2d10+10,"Loja, Drop",Não-craftável,,Pergaminho/Destruição,,,,,,,,,,,,,,,,,,,
Peçonha de Caçador,Consumível,Ordinário,Aplicado em arma: +1d4 Veneno no próximo ataque (1 uso). Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Loja, Drop",Não-craftável,,,Veneno extraído de bichos do mato.,,,,,,,,,,,,,,,,,,
Pão de Viagem Reforçado,Consumível,Ordinário,Refeição completa (substitui Comida no descanso). Recupera +1d4 de Stamina ao comer.,,2d10+10,"Loja, Drop",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Saco de Cal,Consumível,Ordinário,"Arremesso 4,5m. Reflexos ou Cego por 1 rodada. 1 alvo.",,2d10+10,"Loja, Drop",Não-craftável,,,Cal virgem em saco de pano.,,,,,,,,,,,,,,,,,,
Sonífero Rústico,Consumível,Ordinário,Ingerido/inalado. Fortitude ou Enjoado por 1 rodada.,,2d10+10,"Loja, Drop",Não-craftável,,,Mistura grosseira de plantas sonolentas.,,,,,,,,,,,,,,,,,,
Escudo de Ferro,Escudo,Ordinário,"+2 Defender como reação. -1,5 Movimento",,2d10+10,"Drop CR≤2, Loja",Ferraria,2x Barra de Ferro,Escudo,,,,,,,,,,,,,,,,,,,
Escudo de Madeira,Escudo,Ordinário,+1 Defender como reação.,,2d10+10,"Drop CR≤2, Loja",Ferraria,2x Madeira Comum,Escudo,,,,,,,,,,,,,,,,,,,
Barra de Ferro,Material,Ordinário,Ingrediente-base de craft (metal). Usado em receitas de Ferraria e Engenharia da raridade Ordinário. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"[""Loja"",""Drop""]",Não-craftável,,,Ingrediente-base do sistema de crafting.,,,,,,,,,,,,,,,,,,
Couro de Caça,Material,Ordinário,Ingrediente-base de craft (couro). Usado em receitas de Ferraria e Engenharia da raridade Ordinário. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"[""Loja"",""Drop""]",Não-craftável,,,Ingrediente-base do sistema de crafting.,,,,,,,,,,,,,,,,,,
Gema Bruta,Material,Ordinário,Pedra semipreciosa sem polir. Valor decorativo/comercial.,,2d10+10,"Drop CR≤2, Drop CR≥3",Não-craftável,,Utilidade,,,,,,,,,,,,,,,,,,,
Lenha Seca,Material,Ordinário,Suficiente para uma fogueira completa de acampamento.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,Utilidade,,,,,,,,,,,,,,,,,,,
Madeira Comum,Material,Ordinário,Ingrediente-base de craft (madeira). Usado em receitas de Ferraria e Engenharia da raridade Ordinário. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"[""Loja"",""Drop""]",Não-craftável,,,Ingrediente-base do sistema de crafting.,,,,,,,,,,,,,,,,,,
Peça Mecânica,Material,Ordinário,Ingrediente-base de craft (mecânica). Usado em receitas de Ferraria e Engenharia da raridade Ordinário. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"[""Loja"",""Drop""]",Não-craftável,,,Ingrediente-base do sistema de crafting.,,,,,,,,,,,,,,,,,,
Reagente Alquímico (x1),Material,Ordinário,1 Reagente para uso em criações de Alquimistas. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Não-craftável,,Utilidade,,,,,,,,,,,,,,,,,,,
Tecido Resistente,Material,Ordinário,Ingrediente-base de craft (tecido). Usado em receitas de Ferraria e Engenharia da raridade Ordinário. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"[""Loja"",""Drop""]",Não-craftável,,,Ingrediente-base do sistema de crafting.,,,,,,,,,,,,,,,,,,
Conjunto de Arremesso,Munição,Ordinário,[Arremesso] Facas e dardos de arremesso. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Loja",Engenharia,1x Peça Mecânica,Munição/Arremesso,,,,,,,,,,,,,,,,,,,
Munição de Fogo,Munição,Ordinário,[Distância Pesada] Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,"Drop CR≤2, Drop CR≥3, Loja",Engenharia,1x Peça Mecânica,Munição/Distância Pesada,,,,,,,,,,,,,,,,,,,
Virotes/Flechas,Munição,Ordinário,[Distância Simples] Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10+10,Loja,Engenharia,1x Peça Mecânica,Munição/Distância Simples,,,,,,,,,,,,,,,,,,,
Adaga Venenosa,Arma,Incomum,"Leve Perfurante +1. 2d6 Perfurante (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. + 1d4 Veneno. Ao acertar, Fortitude ou Enjoado. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Arco Elétrico,Arma,Incomum,Distância Simples +1. 2d6 Perfurante (Destreza). +1 em Atacar. Atacar(1). Alcance 18 m. Requisito: Treinamento À Distância. Consome 1 munição (Virotes/Flechas) por cena de combate. + 1d4 Elétrico. Crítico: Fortitude ou Atordoado. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Arma Arremesso +1,Arma,Incomum,Arremesso +1. 2d8 Perfurante (Destreza). +1 em Atacar. Atacar(1). Alcance 9 m. Requisito: Destreza ≥ 14. Consome 1 munição (Conjunto de Arremesso) por cena de combate. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Arremesso + 2x Madeira Nobre,,,,,,,,,,,,,,,,,,,,
Arma Distância Pesada +1,Arma,Incomum,Distância Pesada +1. 2d12 Perfurante (Destreza). +1 em Atacar. Atacar(2). Alcance 18 m. Requisito: Treinamento À Distância. Consome 1 munição (Munição de Fogo) por cena de combate. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Distância Pesada + 2x Madeira Nobre,,,,,,,,,,,,,,,,,,,,
Arma Distância Simples +1,Arma,Incomum,Distância Simples +1. 2d6 Perfurante (Destreza). +1 em Atacar. Atacar(1). Alcance 18 m. Requisito: Treinamento À Distância. Consome 1 munição (Virotes/Flechas) por cena de combate. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Distância Simples + 2x Madeira Nobre,,,,,,,,,,,,,,,,,,,,
Arma Leve Contundente +1,Arma,Incomum,"Leve Contundente +1. 2d6 Contundente (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Leve Contundente + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Leve Cortante +1,Arma,Incomum,"Leve Cortante +1. 2d6 Cortante (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Leve Cortante + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Leve Perfurante +1,Arma,Incomum,"Leve Perfurante +1. 2d6 Perfurante (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Leve Perfurante + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Leve Ágil +1,Arma,Incomum,"Leve Ágil +1. 2d8 Cortante, Perfurante ou Contundente (Destreza). +1 em Atacar. Atacar(1). Requisito: Destreza ≥ 14. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Leve Ágil + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Marcial Longa +1,Arma,Incomum,"Marcial Longa +1. 3d10 Perfurante (Força). +1 em Atacar. Atacar(2). Requisito: Treinado em Armas Marciais. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado. 1x/turno não custa Stamina.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Marcial Longa + 2x Madeira Nobre,,,,,,,,,,,,,,,,,,,,
Arma Marcial Pesada +1,Arma,Incomum,Marcial Pesada +1. 3d10 Contundente (Força). +1 em Atacar. Atacar(2). Requisito: Treinado em Armas Marciais. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto. 1x/turno não custa Stamina.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Marcial Pesada + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Marcial Precisa +1,Arma,Incomum,Marcial Precisa +1. 2d8 Cortante (Destreza). +1 em Atacar. Atacar(1). Requisito: Treinado em Armas Marciais. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano. 1x/turno não custa Stamina.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Marcial Precisa + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Marcial Versátil +1,Arma,Incomum,"Marcial Versátil +1. 2d8 Cortante, Perfurante ou Contundente (Destreza). +1 em Atacar. Atacar(1). Requisito: Treinado em Armas Marciais. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto. 1x/turno não custa Stamina.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Marcial Versátil + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Pesada Brutal +1,Arma,Incomum,"Pesada Brutal +1. 3d12 Cortante, Perfurante ou Contundente (Força). +1 em Atacar. Atacar(3). Requisito: Força ≥ 14. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Pesada Brutal + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Pesada Contundente +1,Arma,Incomum,Pesada Contundente +1. 2d12 Contundente (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Pesada Contundente + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Pesada Cortante +1,Arma,Incomum,Pesada Cortante +1. 2d12 Cortante (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Loja, Drop",Ferraria,1x Arma Pesada Cortante + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Arma Pesada Perfurante +1,Arma,Incomum,"Pesada Perfurante +1. 2d12 Perfurante (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,4d10+45,"Loja, Drop",Ferraria,1x Arma Pesada Perfurante + 2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Espada Flamejante,Arma,Incomum,"Leve Cortante +1. 2d6 Cortante (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. + 1d4 Fogo. Crítico: Reflexos ou Em Chamas. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Faca das Brasas,Arma,Incomum,"Leve Ágil +1. 2d8 Cortante, Perfurante ou Contundente (Destreza). +1 em Atacar. Atacar(1). Requisito: Destreza ≥ 14. + 1d4 Fogo. Crítico: Reflexos ou Em Chamas. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,"Faca de braços ágeis, forjada com carvão vivo de Khaskavel.",,,,,,,,,,,,,,,,,,
Foco da Égide,Arma,Incomum,"Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. +1 Místico, +5 Éter máximo. Ao conjurar uma magia de Abjuração, ganha +1 Ar até o início do seu próximo turno. Requer Treinado em Místico.",,4d10+45,"Drop, Loja",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco de Abjuração +1,Arma,Incomum,"Foco Místico (Abjuração). Permite canalizar magias da escola de Abjuração. Requer Treinado em Místico. +1 Místico, +5 Éter máximo.",,4d10+45,"Loja, Drop",Não-craftável,,Foco/Abjuração,,,,,,,,,,,,,,,,,,,
Foco de Alteração +1,Arma,Incomum,"Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. Requer Treinado em Místico. +1 Místico, +5 Éter máximo.",,4d10+45,"Loja, Drop",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco de Conhecimento +1,Arma,Incomum,"Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. Requer Treinado em Místico. +1 Místico, +5 Éter máximo.",,4d10+45,"Loja, Drop",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Foco de Destruição +1,Arma,Incomum,"Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. Requer Treinado em Místico. +1 Místico, +5 Éter máximo.",,4d10+45,"Loja, Drop",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Foco do Estilhaço,Arma,Incomum,"Foco Místico (Destruição). Permite canalizar magias da escola de Destruição. +1 Místico, +5 Éter máximo. Suas magias de Destruição de alvo único causam +1d6 de dano. Requer Treinado em Místico.",,4d10+45,"Drop, Loja",Não-craftável,,Foco/Destruição,,,,,,,,,,,,,,,,,,,
Foco do Fluxo,Arma,Incomum,"Foco Místico (Alteração). Permite canalizar magias da escola de Alteração. +1 Místico, +5 Éter máximo. Suas magias de Alteração canalizadas sobre aliados concedem +3m de movimento adicionais. Requer Treinado em Místico.",,4d10+45,"Drop, Loja",Não-craftável,,Foco/Alteração,,,,,,,,,,,,,,,,,,,
Foco do Vidente,Arma,Incomum,"Foco Místico (Conhecimento). Permite canalizar magias da escola de Conhecimento. +1 Místico, +5 Éter máximo. +2 em Investigação e Conhecimento enquanto equipado. Requer Treinado em Místico.",,4d10+45,"Drop, Loja",Não-craftável,,Foco/Conhecimento,,,,,,,,,,,,,,,,,,,
Lança de Casca-Seiva,Arma,Incomum,"Marcial Longa +1. 3d10 Perfurante (Força). +1 em Atacar. Atacar(2). Requisito: Treinado em Armas Marciais. + 1d4 Veneno. Ao acertar, Fortitude ou Envenenado. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado. 1x/turno não custa Stamina.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,Haste talhada da casca da Vhelor; a seiva impregnada nunca seca.,,,,,,,,,,,,,,,,,,
Lâmina de Hyven,Arma,Incomum,Marcial Precisa +1. 2d8 Cortante (Destreza). +1 em Atacar. Atacar(1). Requisito: Treinado em Armas Marciais. + 1d4 Elétrico. Crítico: ganhe +3 m de movimento como ação livre nesta rodada. Efeito: Executar (3 Stamina): seu próximo ataque tem +1 dado de dano. 1x/turno não custa Stamina.,,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,Lâmina dos autômatos Hyven de Aether; pulsa com corrente mística.,,,,,,,,,,,,,,,,,,
Machado da Fornalha,Arma,Incomum,Pesada Cortante +1. 2d12 Cortante (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. + 1d4 Fogo. Crítico: Reflexos ou Em Chamas. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,"Forjado nas fornalhas industriais de Khaskavel, ainda quente ao toque.",,,,,,,,,,,,,,,,,,
Martelo Glacial,Arma,Incomum,Pesada Contundente +1. 2d12 Contundente (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. + 1d4 Frio. Crítico: Fortitude ou Lento 1. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto.,,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Maça Ácida,Arma,Incomum,"Pesada Contundente +1. 2d12 Contundente (Força). +1 em Atacar. Atacar(2). Requisito: Força ≥ 12. + 1d4 Ácido. Ao acertar, alvos adjacentes ao alvo recebem 1d6 de dano Ácido. Efeito: Desorientar (2 Stamina): seu próximo ataque aplica Desorientado no acerto.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Presa Gélida,Arma,Incomum,"Leve Perfurante +1. 2d6 Perfurante (Destreza). +1 em Atacar. Atacar(1), Arremessar(1). Requisito: Destreza ≥ 12. + 1d4 Frio. Crítico: Fortitude ou Lento 1. Efeito: Alcançar (2 Stamina): seu próximo ataque tem +1,5 m de Alcance e não pode ser retaliado.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,,"Presa arrancada de feras do norte gelado, mantém o frio eterno.",,,,,,,,,,,,,,,,,,
Shuriken Retornante,Arma,Incomum,Arremesso +1. 2d8 Perfurante (Destreza). +1 em Atacar. Atacar(1). Alcance 9 m. Requisito: Destreza ≥ 14. Consome 1 munição (Conjunto de Arremesso) por cena de combate. Retorna à mão após o ataque. Não consome munição. Efeito: Dilacerar (2 Stamina): seu próximo ataque aplica Sangramento 1 no acerto.,,4d10+45,"Drop CR≥3, Loja",Não-craftável,,Arremesso,,,,,,,,,,,,,,,,,,,
Amuleto Antitóxico,Armadura,Incomum,"[Leve] Ae(Veneno, 4).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Armadura Ignífuga,Armadura,Incomum,"[Pesada] Ar 3. Resistência a Fogo. -1,5m Movimento.",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Armadura de Escamas,Armadura,Incomum,"[Pesada] Ar 4. Resistência a Ácido. Feita de escamas de réptil. -1,5m Movimento.",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Broche Corrosivo,Armadura,Incomum,"[Leve] Ae(Ácido, 4).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Broche Tempestuoso,Armadura,Incomum,"[Leve] Ae(Elétrico, 4).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Broche da Salamandra,Armadura,Incomum,"[Leve] Ae(Fogo, 4).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Broche do Inverno,Armadura,Incomum,"[Leve] Ae(Frio, 4).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Capa Defensiva,Armadura,Incomum,"[Leve] Ae(Ordinário, 1). Ae(Elemental, 1). Ae(Biológico, 1).",,4d10+45,"Drop, Loja",Não-craftável,,,,,,,,,,,,,,,,,,,,,
Capacete Reforçado,Armadura,Incomum,"[Leve] Ae(Contundente, 3). Ae(Psíquico, 1).",,4d10+45,"Loja, Drop",Ferraria,1x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Cota de Malha Superior,Armadura,Incomum,"[Pesada] Ar 4. -1,5m Movimento.",,4d10+45,"Loja, Drop",Ferraria,1x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Couro Batido,Armadura,Incomum,[Pesada] Ar 3. Sem penalidade.,,4d10+45,"Loja, Drop",Ferraria,1x Couro Refinado,,,,,,,,,,,,,,,,,,,,
Grevas de Aço,Armadura,Incomum,"[Leve] Ae(Perfurante, 3).",,4d10+45,"Loja, Drop",Ferraria,1x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Peitoral de Aço,Armadura,Incomum,"[Pesada] Ar 5. -1,5m Movimento. -1 Furtividade.",,4d10+45,"Loja, Drop",Ferraria,2x Aço Temperado,,,,,,,,,,,,,,,,,,,,
Algemas de Ferro,Bugiganga,Incomum,Prende criatura Média. Crime CD 18 para abrir.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Crime,,,,,,,,,,,,,,,,,,,
Armadilha de Pregos,Bugiganga,Incomum,"Ao plantar: dispara quando criatura passa em 1,5m, causando 2d6 Perfurante. Reflexos CD 13 para metade. Reutilizável.",,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Armadilha,,,,,,,,,,,,,,,,,,,
Bússola de Éter,Bugiganga,Incomum,Aponta para a fonte de Éter mais próxima em 100m.,,4d10+45,Loja,Não-craftável,,Exploração,,,,,,,,,,,,,,,,,,,
Caixa Harmônica,Bugiganga,Incomum,Mecanismo de corda. Toca melodia que concede +2 em Vontade a aliados em 6m por 1 cena. 1 uso por descanso longo.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Engenhoca,,,,,,,,,,,,,,,,,,,
Calçados de Mola,Bugiganga,Incomum,Calçados com molas. Anula dano de queda até 30m. +2 Movimento ao saltar.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Travessia,,,,,,,,,,,,,,,,,,,
Corda Reforçada (15m),Bugiganga,Incomum,Aguenta 300kg. 15 metros.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Travessia,,,,,,,,,,,,,,,,,,,
Ferramentas de Artesão,Bugiganga,Incomum,+2 Ofício(Engenharia) enquanto equipado.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Ferramentas,,,,,,,,,,,,,,,,,,,
Garrafa de Rum Forte,Bugiganga,Incomum,"Consumível: +2 Vontade, -1 Percepção por 1h.",,4d10+45,"Drop CR≥3, Loja",Não-craftável,,Sobrevivência,,,,,,,,,,,,,,,,,,,
Kit de Crime,Bugiganga,Incomum,Lockpicks. +2 Crime por 1 cena. 5 usos.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Crime,,,,,,,,,,,,,,,,,,,
Kit de Disfarce,Bugiganga,Incomum,+4 Engação para se disfarçar. 3 usos.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Crime,,,,,,,,,,,,,,,,,,,
Kit de Medicina,Bugiganga,Incomum,Concede vantagem em 3 testes de Medicina. 3 usos.,,4d10+45,"Drop CR≤2, Loja",Engenharia,1x Fibra Sintética,Médico,,,,,,,,,,,,,,,,,,,
Lanterna Arcana,Bugiganga,Incomum,Luz 9m. Revela criaturas invisíveis dentro do alcance.,,4d10+45,"Drop CR≤2, Loja",Não-craftável,,Luz,,,,,,,,,,,,,,,,,,,
Lanterna de Óleo,Bugiganga,Incomum,Lanterna a óleo. Luz 9m por 8h a cada frasco de óleo.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Madeira Nobre,Luz,,,,,,,,,,,,,,,,,,,
Lança-Gancho,Bugiganga,Incomum,Dispara gancho a 9m. Permite escalar ou puxar-se até o ponto como 1 ação. +2 em Movimento ao escalar com ele.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Travessia,,,,,,,,,,,,,,,,,,,
Lente do Escriba,Bugiganga,Incomum,Lê e copia qualquer texto à vista perfeitamente. +2 Investigação ao analisar documentos.,,4d10+45,"Drop, Loja",Não-craftável,,Escrita,,,,,,,,,,,,,,,,,,,
Lente do Teurgo,Bugiganga,Incomum,Lente de cristal lapidado. +4 Místico ao examinar misticidade.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Exploração,Ferramenta de teurgos pesquisadores como Kheyos.,,,,,,,,,,,,,,,,,,
Luneta,Bugiganga,Incomum,+4 Percepção à distância.,,4d10+45,"Drop CR≥3, Loja",Engenharia,1x Engrenagem,Exploração,,,,,,,,,,,,,,,,,,,
Mochila Reforçada,Bugiganga,Incomum,+3 Bugigangas e +1 Equipamento de capacidade.,,4d10+45,"Drop CR≤2, Loja",Engenharia,1x Fibra Sintética,Armazenamento,,,,,,,,,,,,,,,,,,,
Pedra de Mensagem,Bugiganga,Incomum,Envia 1 mensagem telepática a até 1km. 1x por descanso longo.,,4d10+45,"Drop CR≤2, Loja",Não-craftável,,Sinalização,,,,,,,,,,,,,,,,,,,
Sino de Alerta,Bugiganga,Incomum,"Pode ser posicionado, caso criatura passe em raio de 3 metros o portador é avisado independente da distância.",,4d10+45,Loja,Não-craftável,,Sinalização,,,,,,,,,,,,,,,,,,,
Vela Eterna,Bugiganga,Incomum,Vela que nunca se apaga naturalmente. Luz fraca 3m.,,4d10+45,Loja,Não-craftável,,Luz,,,,,,,,,,,,,,,,,,,
Antídoto Simples,Consumível,Incomum,Remove Envenenamento não-mágico.,,4d10+45,"Alquimista, Drop CR≤2, Loja",Alquimia,2x Reagente Alquímico (x1),"Curativo, Uso Único",,,,,,,,,,,,,,,,,,,
Antídoto Universal,Consumível,Incomum,"Remove Envenenado, Enjoado ou uma doença.",,4d10+45,"Alquimista, Drop CR≥3, Loja",Alquimia,2x Reagente Alquímico (x1),"Curativo, Uso Único",,,,,,,,,,,,,,,,,,,
Bastão de Luz,Consumível,Incomum,Bastonete que emite luz brilhante 6m + fraca 6m por 4 horas.,,4d10+45,"Alquimista, Drop CR≤2, Loja",Alquimia,2x Reagente Alquímico (x1),"Uso Único, Utilidade",,,,,,,,,,,,,,,,,,,
Bola de Eletricidade,Consumível,Incomum,2d6 Elétrico. Contra alvo de metal: +1d6 e Atordoado.,,4d10+45,"Alquimista, Drop CR≥3, Loja",Alquimia,2x Reagente Alquímico (x1),"Arremesso, Ofensivo, Uso Único",,,,,,,,,,,,,,,,,,,
Bomba de Concussão,Consumível,Incomum,1d6 Contundente em 3m. Fort ou Surdo por 1 min.,,4d10+45,"Alquimista, Drop CR≥3, Loja",Alquimia,2x Reagente Alquímico (x1),"Arremesso, Ofensivo, Uso Único",,,,,,,,,,,,,,,,,,,
